,age,education,hours-per-week,workclass_Private,workclass_Public,workclass_Self-emp,marital-status_Married,marital-status_Single,race_Amer-Indian,race_Asian,race_Black,race_Hispanic,race_White,sex_Female,sex_Male,income_<=50K,income_>50K
2445,31,11,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2446,40,9,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2447,41,9,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
2448,25,14,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2449,42,9,60,1,0,0,1,0,1,0,0,0,0,0,1,1,0
2450,24,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2451,42,12,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2452,45,6,70,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2453,38,9,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
2454,34,11,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2455,32,9,60,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2456,54,9,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2457,42,7,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
2458,32,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2459,55,13,60,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2460,52,14,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2461,21,10,15,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2462,33,13,40,1,0,0,1,0,0,0,0,0,1,1,0,0,1
2463,28,3,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2464,27,7,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2465,42,13,50,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2466,27,10,45,0,0,1,0,1,0,0,0,0,1,1,0,1,0
2467,47,11,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2468,38,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2469,46,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2470,55,9,25,0,0,1,1,0,0,0,0,0,1,1,0,1,0
2471,50,4,49,1,0,0,1,0,0,0,0,1,0,0,1,1,0
2472,32,10,50,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2473,28,9,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2474,23,9,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2475,43,14,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2476,34,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2477,19,10,40,1,0,0,0,1,0,1,0,0,0,0,1,1,0
2478,37,10,55,1,0,0,1,0,0,1,0,0,0,0,1,1,0
2479,27,13,40,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2480,18,9,24,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2481,31,10,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2482,49,9,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2483,26,15,60,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2484,48,9,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2485,39,9,40,1,0,0,1,0,0,0,1,0,0,0,1,1,0
2486,38,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2487,48,11,56,0,1,0,0,1,0,0,0,0,1,1,0,0,1
2488,40,13,40,1,0,0,0,1,0,0,0,0,1,1,0,0,1
2489,70,13,70,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2490,20,9,43,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2491,38,3,75,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2492,37,10,40,0,0,1,0,1,0,0,0,0,1,1,0,1,0
2493,49,10,40,1,0,0,1,0,0,0,0,0,1,1,0,0,1
2494,51,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2495,43,2,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2496,38,15,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2497,23,4,25,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2498,34,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2499,33,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2500,31,10,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2501,64,10,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2502,26,13,28,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2503,55,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2504,61,13,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2505,37,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2506,78,13,15,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2507,27,10,40,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2508,49,9,42,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2509,55,14,45,0,1,0,1,0,0,0,0,0,1,0,1,0,1
2510,42,13,58,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2511,61,5,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2512,64,13,5,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2513,46,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2514,24,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2515,27,10,70,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2516,47,9,55,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2517,18,10,15,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2518,48,9,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2519,50,9,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
2520,40,14,45,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2521,56,6,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
2522,34,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2523,56,13,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2524,18,7,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2525,21,10,25,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2526,40,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2527,27,9,50,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2528,52,15,45,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2529,46,9,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2530,23,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2531,50,10,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2532,19,10,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2533,20,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2534,39,10,40,1,0,0,0,1,0,0,0,0,1,1,0,0,1
2535,24,7,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2536,72,11,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2537,42,14,20,0,1,0,1,0,0,0,0,0,1,1,0,0,1
2538,42,13,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2539,51,13,50,1,0,0,0,1,1,0,0,0,0,0,1,1,0
2540,39,9,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2541,40,10,35,0,1,0,0,1,1,0,0,0,0,1,0,1,0
2542,34,10,55,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2543,19,7,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2544,26,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2545,45,13,50,0,1,0,0,1,0,0,0,0,1,1,0,0,1
2546,28,14,40,1,0,0,0,1,0,0,0,0,1,1,0,0,1
2547,30,13,40,0,1,0,0,1,0,0,0,0,1,0,1,0,1
2548,32,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2549,19,10,25,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2550,21,9,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2551,54,9,20,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2552,62,15,30,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2553,25,10,48,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2554,49,10,32,0,0,1,0,1,0,0,0,0,1,1,0,1,0
2555,32,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2556,26,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2557,37,9,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
2558,58,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2559,37,10,45,1,0,0,1,0,0,0,0,0,1,1,0,0,1
2560,41,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2561,38,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2562,47,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2563,42,9,35,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2564,30,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2565,43,10,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2566,34,9,40,1,0,0,1,0,0,0,1,0,0,0,1,1,0
2567,57,10,10,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2568,46,7,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2569,32,10,55,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2570,20,5,11,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2571,47,11,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2572,53,4,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2573,43,13,65,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2574,80,4,30,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2575,24,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2576,43,14,60,0,1,0,1,0,0,0,0,0,1,0,1,0,1
2577,22,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2578,40,10,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2579,48,9,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2580,51,9,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2581,24,9,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2582,19,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2583,34,10,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2584,24,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2585,41,13,48,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2586,24,9,38,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2587,22,10,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
2588,32,10,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2589,41,13,55,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2590,20,10,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2591,31,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2592,55,13,18,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2593,49,16,60,0,1,0,1,0,0,0,1,0,0,0,1,0,1
2594,26,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2595,27,9,70,0,0,1,0,1,0,0,0,0,1,0,1,1,0
2596,35,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2597,40,9,60,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2598,59,10,34,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2599,61,10,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2600,31,9,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2601,43,14,60,0,1,0,0,1,0,0,0,0,1,0,1,0,1
2602,61,3,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2603,54,12,30,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2604,30,10,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2605,20,10,50,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2606,38,14,50,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2607,44,10,60,0,0,1,0,1,0,0,0,0,1,0,1,1,0
2608,64,10,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2609,55,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2610,34,9,55,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2611,61,9,35,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2612,28,13,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2613,34,9,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2614,47,15,60,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2615,26,13,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2616,35,7,40,1,0,0,0,1,1,0,0,0,0,0,1,1,0
2617,36,13,38,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2618,38,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2619,17,7,25,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2620,35,10,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2621,33,14,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2622,25,12,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2623,18,6,10,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2624,47,14,38,0,1,0,0,1,0,0,0,0,1,0,1,1,0
2625,44,9,30,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2626,41,9,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2627,30,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2628,53,10,50,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2629,53,9,20,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2630,40,9,20,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2631,24,10,24,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2632,27,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2633,50,3,37,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2634,36,7,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2635,41,2,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2636,41,14,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2637,38,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2638,32,13,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2639,22,10,48,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2640,22,6,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2641,18,8,30,0,1,0,0,1,0,0,0,0,1,0,1,1,0
2642,39,13,30,1,0,0,1,0,0,0,1,0,0,0,1,1,0
2643,38,9,55,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2644,35,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2645,23,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2646,54,13,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2647,36,14,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2648,63,9,55,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2649,39,10,48,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2650,57,10,60,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2651,58,15,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2652,29,13,40,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2653,17,7,20,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2654,40,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2655,69,10,15,0,0,1,1,0,0,0,0,0,1,1,0,1,0
2656,28,6,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2657,38,5,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2658,38,15,40,1,0,0,0,1,0,0,0,0,1,0,1,0,1
2659,45,15,40,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2660,33,13,40,0,1,0,1,0,0,0,1,0,0,0,1,1,0
2661,41,10,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
2662,37,9,60,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2663,50,10,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2664,48,13,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2665,36,10,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2666,21,10,37,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2667,37,12,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2668,20,10,20,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2669,54,9,30,0,0,1,1,0,0,0,0,0,1,1,0,1,0
2670,28,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2671,27,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2672,33,11,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2673,40,15,45,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2674,47,14,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2675,38,2,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2676,25,8,43,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2677,35,13,55,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2678,29,10,25,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2679,30,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2680,30,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2681,56,4,40,0,0,1,0,1,0,0,0,0,1,1,0,1,0
2682,25,13,30,0,0,1,0,1,0,0,0,0,1,0,1,1,0
2683,28,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2684,43,5,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2685,47,9,60,0,1,0,1,0,0,0,0,0,1,0,1,0,1
2686,46,13,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2687,41,14,35,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2688,38,12,33,0,1,0,1,0,0,0,0,0,1,1,0,0,1
2689,29,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2690,25,3,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2691,56,7,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2692,31,4,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2693,22,7,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2694,31,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2695,28,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2696,53,13,40,1,0,0,1,0,0,0,1,0,0,0,1,1,0
2697,45,14,50,1,0,0,0,1,0,0,0,0,1,1,0,0,1
2698,71,1,10,1,0,0,1,0,0,0,1,0,0,0,1,1,0
2699,39,9,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2700,19,9,40,0,1,0,1,0,0,0,0,0,1,1,0,1,0
2701,34,13,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2702,36,9,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2703,40,9,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2704,90,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2705,56,15,16,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2706,21,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2707,48,13,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2708,45,10,27,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2709,46,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2710,64,6,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2711,29,14,40,0,1,0,0,1,0,1,0,0,0,0,1,1,0
2712,22,9,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2713,47,9,48,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2714,67,13,75,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2715,43,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2716,42,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2717,31,10,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2718,53,7,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2719,81,5,5,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2720,33,9,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2721,17,8,8,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2722,55,15,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2723,28,9,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2724,24,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2725,40,9,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2726,30,14,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2727,24,7,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2728,26,14,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2729,38,10,38,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2730,30,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2731,33,13,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2732,40,9,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2733,63,9,98,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2734,23,4,36,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2735,56,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2736,42,11,60,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2737,40,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2738,49,12,40,1,0,0,1,0,0,0,0,0,1,1,0,0,1
2739,35,9,40,1,0,0,1,0,0,1,0,0,0,0,1,1,0
2740,52,9,35,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2741,28,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2742,35,6,70,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2743,43,9,35,0,0,1,0,1,0,0,0,0,1,0,1,1,0
2744,29,15,50,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2745,23,13,25,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2746,50,10,48,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2747,34,10,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2748,19,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2749,47,7,40,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2750,37,10,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2751,25,9,35,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2752,75,10,35,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2753,24,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2754,28,13,20,0,1,0,0,1,0,1,0,0,0,0,1,1,0
2755,17,7,16,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2756,31,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2757,31,1,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2758,45,13,55,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2759,31,9,42,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2760,27,13,42,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2761,48,10,38,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2762,34,13,30,1,0,0,1,0,0,0,1,0,0,0,1,1,0
2763,38,9,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2764,53,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2765,60,13,35,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2766,49,14,50,0,1,0,0,1,0,0,0,0,1,1,0,1,0
2767,40,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2768,48,6,80,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2769,23,13,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2770,42,11,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2771,37,9,85,0,0,1,0,1,0,0,0,0,1,0,1,1,0
2772,27,9,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2773,38,10,44,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2774,27,9,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2775,75,9,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
2776,49,13,52,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2777,27,10,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2778,36,13,50,0,0,1,0,1,0,0,0,0,1,0,1,1,0
2779,36,13,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2780,35,9,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2781,36,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2782,53,7,40,1,0,0,1,0,0,0,1,0,0,0,1,1,0
2783,27,10,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2784,34,9,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2785,61,10,44,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2786,29,9,56,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2787,40,10,35,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2788,37,14,40,1,0,0,0,1,0,0,0,0,1,0,1,0,1
2789,22,5,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2790,43,10,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2791,55,9,30,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2792,28,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2793,23,13,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2794,64,7,40,0,1,0,1,0,0,0,1,0,0,0,1,0,1
2795,46,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2796,29,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2797,44,14,48,1,0,0,1,0,0,1,0,0,0,0,1,1,0
2798,38,10,25,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2799,62,10,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
2800,49,11,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2801,29,6,40,1,0,0,1,0,1,0,0,0,0,1,0,1,0
2802,35,13,60,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2803,39,7,30,0,1,0,1,0,0,0,0,0,1,0,1,1,0
2804,39,13,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2805,37,9,32,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2806,38,9,30,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2807,31,4,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2808,55,4,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2809,38,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2810,33,10,25,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2811,25,12,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2812,37,11,52,1,0,0,0,1,0,0,0,0,1,1,0,1,0
2813,49,10,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2814,26,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2815,35,9,43,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2816,44,9,60,0,0,1,1,0,0,0,0,0,1,1,0,1,0
2817,38,14,45,1,0,0,0,1,0,0,0,0,1,0,1,0,1
2818,42,13,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
2819,64,16,40,0,1,0,0,1,0,0,0,0,1,1,0,0,1
